iR33,dir,file,fileDate,targ,zaTarg,proj,year,author1,Source,Reaction,dataType,x4,Emin,Emax,Egamma,Units,Theta,nData
1550,li6d,li6da$23,2011-09-15T15:37:00,6Li,3006,d,1954,F.Hirst,"F.Hirst+(1954), Jour. Philosophical Magazine, Vol.45, Issue.366, p.762","6Li(d,a0)4He","NRA","A1359002",54.6,443.0,"",mb,90,67
1551,li6d,li6da$24,2011-09-15T15:38:00,6Li,3006,d,1950,W.Whaling,"W.Whaling+(1950), Jour. Physical Review, Vol.79, p.258","6Li(d,a0)4He","NRA","A1362002",194.7,1590.0,"",mb,90,66
1552,li6d,li6da$3,2011-09-15T15:38:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",118.0,975.0,"",mb,145,12
1553,li6d,li6da$4,2011-09-15T15:38:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",179.0,975.0,"",mb,135,10
1554,li6d,li6da$5,2011-09-15T15:38:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",118.0,975.0,"",mb,124.8,12
1555,li6d,li6da$6,2011-09-15T15:38:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",179.0,975.0,"",mb,115,10
1556,li6d,li6da$7,2011-09-15T15:38:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",145.0,975.0,"",mb,105,11
1557,li6d,li6da$8,2011-09-15T15:39:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",266.0,975.0,"",mb,97.5,7
1558,li6d,li6da$9,2011-09-15T15:39:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,a0)4He","NRA","T0134002",118.0,975.0,"",mb,90,13
1559,li6d,li6da0a,2006-06-23T00:00:00,6Li,3006,d,1981,B.Maurel,"B.Maurel,G.Amsel and D.Dieumegard, NIM, 191(1981), 349","6Li(d,a0)4He","NRA","D0154003",410.0,1917.0,"",mb,150,138
1560,li6d,li6da0b,2010-09-09T00:00:00,6Li,3006,d,0,V.Foteinou,"V. Foteinou et al.","6Li(d,a0)4He","NRA","O1968002",889.0,1992.0,"",mb,140,45
1561,li6d,li6da0c,2010-09-09T00:00:00,6Li,3006,d,0,V.Foteinou,"V. Foteinou et al.","6Li(d,a0)4He","NRA","O1968002",889.0,1992.0,"",mb,150,45
1562,li6d,li6da0d,2010-09-09T00:00:00,6Li,3006,d,0,V.Foteinou,"V. Foteinou et al.","6Li(d,a0)4He","NRA","O1968002",889.0,1992.0,"",mb,160,45
1563,li6d,li6da0e,2010-09-09T00:00:00,6Li,3006,d,0,V.Foteinou,"V. Foteinou et al.","6Li(d,a0)4He","NRA","O1968002",889.0,1992.0,"",mb,170,45
1564,li6d,li6dd0$1,2011-09-15T15:26:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",4000.0,9000.0,"",mb,154.9,6
1565,li6d,li6dd0$10,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",4000.0,9000.0,"",mb,109.7,6
1566,li6d,li6dd0$11,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",4000.0,10000.0,"",mb,105.2,7
1567,li6d,li6dd0$12,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",3000.0,10000.0,"",mb,99.8,8
1568,li6d,li6dd0$13,2011-09-15T15:28:00,6Li,3006,d,1970,D.L.Powell,"D.L.Powell+(1970), Jour. Nuclear Physics, Section A, Vol.147, p.65","6Li(d,d0)6Li","EBS","A1432005",4500.0,5500.0,"",mb,165.3,5
1569,li6d,li6dd0$14,2011-09-15T15:28:00,6Li,3006,d,1970,D.L.Powell,"D.L.Powell+(1970), Jour. Nuclear Physics, Section A, Vol.147, p.65","6Li(d,d0)6Li","EBS","A1432005",5250.0,5250.0,"",mb,155.4,1
1570,li6d,li6dd0$15,2011-09-15T15:28:00,6Li,3006,d,1970,D.L.Powell,"D.L.Powell+(1970), Jour. Nuclear Physics, Section A, Vol.147, p.65","6Li(d,d0)6Li","EBS","A1432005",4500.0,5500.0,"",mb,145,5
1571,li6d,li6dd0$16,2011-09-15T15:28:00,6Li,3006,d,1970,D.L.Powell,"D.L.Powell+(1970), Jour. Nuclear Physics, Section A, Vol.147, p.65","6Li(d,d0)6Li","EBS","A1432005",4500.0,5500.0,"",mb,135.1,5
1572,li6d,li6dd0$17,2011-09-15T15:29:00,6Li,3006,d,1970,D.L.Powell,"D.L.Powell+(1970), Jour. Nuclear Physics, Section A, Vol.147, p.65","6Li(d,d0)6Li","EBS","A1432005",4500.0,5500.0,"",mb,124.3,5
1573,li6d,li6dd0$18,2011-09-15T15:29:00,6Li,3006,d,1970,D.L.Powell,"D.L.Powell+(1970), Jour. Nuclear Physics, Section A, Vol.147, p.65","6Li(d,d0)6Li","EBS","A1432005",4500.0,5500.0,"",mb,115.4,5
1574,li6d,li6dd0$19,2011-09-15T15:29:00,6Li,3006,d,1970,D.L.Powell,"D.L.Powell+(1970), Jour. Nuclear Physics, Section A, Vol.147, p.65","6Li(d,d0)6Li","EBS","A1432005",4500.0,5500.0,"",mb,105,5
1575,li6d,li6dd0$2,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",4000.0,10000.0,"",mb,150.6,7
1576,li6d,li6dd0$20,2011-09-15T15:29:00,6Li,3006,d,1970,D.L.Powell,"D.L.Powell+(1970), Jour. Nuclear Physics, Section A, Vol.147, p.65","6Li(d,d0)6Li","EBS","A1432005",4500.0,5250.0,"",mb,95.2,4
1577,li6d,li6dd0$21,2011-09-15T15:30:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,d0)6Li","EBS","A1385005",3024.0,4785.0,"",mb,166,15
1578,li6d,li6dd0$22,2011-09-15T15:30:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,d0)6Li","EBS","A1385005",3213.0,4803.0,"",mb,145,8
1579,li6d,li6dd0$23,2011-09-15T15:30:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,d0)6Li","EBS","A1385005",2601.0,4801.0,"",mb,118,16
1580,li6d,li6dd0$24,2011-09-15T15:30:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,d0)6Li","EBS","A1385005",1998.0,4785.0,"",mb,102,15
1581,li6d,li6dd0$3,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",3000.0,10000.0,"",mb,145,8
1582,li6d,li6dd0$4,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",4000.0,9000.0,"",mb,139.5,6
1583,li6d,li6dd0$5,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",4000.0,9000.0,"",mb,135.5,6
1584,li6d,li6dd0$6,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",3000.0,10000.0,"",mb,130.3,8
1585,li6d,li6dd0$7,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",4000.0,9000.0,"",mb,125.2,6
1586,li6d,li6dd0$8,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",4000.0,10000.0,"",mb,120.3,7
1587,li6d,li6dd0$9,2011-09-15T15:27:00,6Li,3006,d,1976,S.N.Abramovich,"S.N.Abramovich+(1976), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.842","6Li(d,d0)6Li","EBS","A0117002",3000.0,10000.0,"",mb,115.5,8
1588,li6d,li6dnga,2011-07-07T00:00:00,6Li,3006,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","6Li(d,ng1-0)7Be","PIGE,NRA","O0875002",700.0,1900.0,"429",yield,135,13
1589,li6d,li6dp$1,2011-09-15T15:40:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p0)7Li","NRA","A1513003",300.0,1000.0,"",mb,158.3,8
1590,li6d,li6dp$2,2011-09-15T15:40:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p0)7Li","NRA","A1513003",300.0,1000.0,"",mb,147.9,8
1591,li6d,li6dp$3,2011-09-15T15:41:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p0)7Li","NRA","A1513003",300.0,1000.0,"",mb,137.3,8
1592,li6d,li6dp$4,2011-09-15T15:41:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p0)7Li","NRA","A1513003",300.0,1000.0,"",mb,127.2,8
1593,li6d,li6dp$5,2011-09-15T15:41:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p0)7Li","NRA","A1513003",300.0,1000.0,"",mb,117.1,8
1594,li6d,li6dp$6,2011-09-15T15:41:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p0)7Li","NRA","A1513003",300.0,1000.0,"",mb,106.9,8
1595,li6d,li6dp$7,2011-09-15T15:41:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p0)7Li","NRA","A1513003",300.0,1000.0,"",mb,96.9,8
1596,li6d,li6dp0$1,2011-09-15T15:33:00,6Li,3006,d,1985,Cai Dunjiu,"Cai Dunjiu+(1985), Priv. Private communication, Name.Jiang","6Li(d,p0)7Li","NRA","S0017006",400.0,2500.0,"",mb,112.5,33
1597,li6d,li6dp0$10,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",266.0,975.0,"",mb,97.5,7
1598,li6d,li6dp0$11,2011-09-15T15:35:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",118.0,975.0,"",mb,90,13
1599,li6d,li6dp0$12,2011-09-15T15:38:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,p0)7Li","NRA","A1385006",1802.0,4806.0,"",mb,166,20
1600,li6d,li6dp0$13,2011-09-15T15:38:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,p0)7Li","NRA","A1385006",1895.0,4789.0,"",mb,145,20
1601,li6d,li6dp0$14,2011-09-15T15:38:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,p0)7Li","NRA","A1385006",1856.0,4757.0,"",mb,118,21
1602,li6d,li6dp0$15,2011-09-15T15:38:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,p0)7Li","NRA","A1385006",1811.0,4569.0,"",mb,102,15
1603,li6d,li6dp0$2,2011-09-15T15:33:00,6Li,3006,d,1985,Cai Dunjiu,"Cai Dunjiu+(1985), Priv. Private communication, Name.Jiang","6Li(d,p0)7Li","NRA","S0017006",400.0,2500.0,"",mb,95,33
1604,li6d,li6dp0$3,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",118.0,975.0,"",mb,165,13
1605,li6d,li6dp0$4,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",179.0,975.0,"",mb,155.6,10
1606,li6d,li6dp0$5,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",118.0,975.0,"",mb,145,12
1607,li6d,li6dp0$6,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",179.0,975.0,"",mb,135,10
1608,li6d,li6dp0$7,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",118.0,975.0,"",mb,124.8,12
1609,li6d,li6dp0$8,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",179.0,975.0,"",mb,115,10
1610,li6d,li6dp0$9,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p0)7Li","NRA","T0134004",145.0,975.0,"",mb,105,11
1611,li6d,li6dp1$1,2011-09-15T15:33:00,6Li,3006,d,1985,Cai Dunjiu,"Cai Dunjiu+(1985), Priv. Private communication, Name.Jiang","6Li(d,p1)7Li","NRA","S0017007",400.0,2500.0,"",mb,112.5,33
1612,li6d,li6dp1$10,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",266.0,975.0,"",mb,97.5,7
1613,li6d,li6dp1$11,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",118.0,975.0,"",mb,90,13
1614,li6d,li6dp1$12,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p1)7Li","NRA","A1513004",300.0,1000.0,"",mb,158,8
1615,li6d,li6dp1$13,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p1)7Li","NRA","A1513004",300.0,1000.0,"",mb,147.6,8
1616,li6d,li6dp1$14,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p1)7Li","NRA","A1513004",300.0,1000.0,"",mb,137.3,8
1617,li6d,li6dp1$15,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p1)7Li","NRA","A1513004",300.0,1000.0,"",mb,127.4,8
1618,li6d,li6dp1$16,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p1)7Li","NRA","A1513004",300.0,1000.0,"",mb,117.1,8
1619,li6d,li6dp1$17,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p1)7Li","NRA","A1513004",300.0,1000.0,"",mb,106.9,8
1620,li6d,li6dp1$18,2011-09-15T15:35:00,6Li,3006,d,1968,F.Bertrand,"F.Bertrand+(1968), Rept. Centre d`Etudes Nucleaires, Saclay Reports, No.3428","6Li(d,p1)7Li","NRA","A1513004",300.0,1000.0,"",mb,96.8,8
1621,li6d,li6dp1$19,2011-09-15T15:38:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,p1)7Li","NRA","A1385007",1796.0,4938.0,"",mb,166,19
1622,li6d,li6dp1$2,2011-09-15T15:33:00,6Li,3006,d,1985,Cai Dunjiu,"Cai Dunjiu+(1985), Priv. Private communication, Name.Jiang","6Li(d,p1)7Li","NRA","S0017007",400.0,2500.0,"",mb,95,33
1623,li6d,li6dp1$20,2011-09-15T15:38:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,p1)7Li","NRA","A1385007",1820.0,4419.0,"",mb,145,19
1624,li6d,li6dp1$21,2011-09-15T15:38:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,p1)7Li","NRA","A1385007",1765.0,4396.0,"",mb,118,19
1625,li6d,li6dp1$22,2011-09-15T15:38:00,6Li,3006,d,1964,P.Paul,"P.Paul+(1964), Jour. Nuclear Physics, Vol.53, Issue.3, p.465","6Li(d,p1)7Li","NRA","A1385007",1793.0,4742.0,"",mb,102,16
1626,li6d,li6dp1$3,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",118.0,975.0,"",mb,165,13
1627,li6d,li6dp1$4,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",179.0,975.0,"",mb,155.6,10
1628,li6d,li6dp1$5,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",118.0,975.0,"",mb,145,12
1629,li6d,li6dp1$6,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",179.0,975.0,"",mb,135,10
1630,li6d,li6dp1$7,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",118.0,975.0,"",mb,124.8,12
1631,li6d,li6dp1$8,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",179.0,975.0,"",mb,115,10
1632,li6d,li6dp1$9,2011-09-15T15:34:00,6Li,3006,d,1977,A.J.Elwyn,"A.J.Elwyn+(1977), Jour. Physical Review, Part C, Nuclear Physics, Vol.16, p.1744","6Li(d,p1)7Li","NRA","T0134004",145.0,975.0,"",mb,105,11
1633,li6d,li6dpga,2011-07-07T00:00:00,6Li,3006,d,2000,Z.Elekes,"Z.Elekes et al. Nucl. Instr. & Meth. B168 (2000) 305","6Li(d,pg1-0)7Li","PIGE,NRA","O0875016",800.0,2000.0,"478",yield,135,13
1634,li6d,li6dpgb,2013-10-14T16:56:16,6Li,3006,d,2006,G.A.Sziki,"G.A.Sziki+(2006), Jour. Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.251, p.343","6Li(d,pg1-0)7Li","PIGE,NRA","D4155002",800.0,2000.0,"478.0",mb,60,28
1635,li6h,li6hd$1,2011-09-15T15:53:00,6Li,3006,3He,1979,S.Buzhin`ski,"S.Buzhin`ski+(1979), Jour. Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.43, p.158","6Li(3He,d)7Be","NRA","F0028003",1006.0,2003.0,"",mb,90,26
1636,li6h,li6hp0$1,2011-09-15T15:54:00,6Li,3006,3He,1980,A.J.Elwyn,"A.J.Elwyn+(1980), Jour. Physical Review, Part C, Nuclear Physics, Vol.22, p.1406","6Li(3He,p0)8Be","NRA","T0031002",461.0,1849.0,"",mb,155,17
1637,li6h,li6hp0$2,2011-09-15T15:54:00,6Li,3006,3He,1980,A.J.Elwyn,"A.J.Elwyn+(1980), Jour. Physical Review, Part C, Nuclear Physics, Vol.22, p.1406","6Li(3He,p0)8Be","NRA","T0031002",657.0,1849.0,"",mb,145,14
1638,li6h,li6hp0$3,2011-09-15T15:54:00,6Li,3006,3He,1980,A.J.Elwyn,"A.J.Elwyn+(1980), Jour. Physical Review, Part C, Nuclear Physics, Vol.22, p.1406","6Li(3He,p0)8Be","NRA","T0031002",461.0,1849.0,"",mb,134.9,17
1639,li6h,li6hp0$4,2011-09-15T15:54:00,6Li,3006,3He,1980,A.J.Elwyn,"A.J.Elwyn+(1980), Jour. Physical Review, Part C, Nuclear Physics, Vol.22, p.1406","6Li(3He,p0)8Be","NRA","T0031002",461.0,1849.0,"",mb,120,16
1640,li6h,li6hp0$5,2011-09-15T15:55:00,6Li,3006,3He,1980,A.J.Elwyn,"A.J.Elwyn+(1980), Jour. Physical Review, Part C, Nuclear Physics, Vol.22, p.1406","6Li(3He,p0)8Be","NRA","T0031002",657.0,1635.0,"",mb,110,13
1641,li6h,li6hp0$6,2011-09-15T15:55:00,6Li,3006,3He,1980,A.J.Elwyn,"A.J.Elwyn+(1980), Jour. Physical Review, Part C, Nuclear Physics, Vol.22, p.1406","6Li(3He,p0)8Be","NRA","T0031002",1751.0,1849.0,"",mb,105,2
1642,li6h,li6hp0$7,2011-09-15T15:55:00,6Li,3006,3He,1980,A.J.Elwyn,"A.J.Elwyn+(1980), Jour. Physical Review, Part C, Nuclear Physics, Vol.22, p.1406","6Li(3He,p0)8Be","NRA","T0031002",657.0,1635.0,"",mb,100,13
1643,li6h,li6hp0$8,2011-09-15T15:55:00,6Li,3006,3He,1980,A.J.Elwyn,"A.J.Elwyn+(1980), Jour. Physical Review, Part C, Nuclear Physics, Vol.22, p.1406","6Li(3He,p0)8Be","NRA","T0031002",461.0,1849.0,"",mb,90,17
1644,li6h,li6hp0b,2006-06-23T00:00:00,6Li,3006,3He,1956,J.P.Schiffer,"J.P.Schiffer,T.W.Bonner,R.H.Davis and F.W.Prosser,Phys.Rev.,104(1956),1064","6Li(3He,p0)8Be","NRA","A1495002",898.2,5076.0,"",mb,150,107
1645,li6h,li6hp1$1,2011-09-15T15:56:00,6Li,3006,3He,1969,B.Vignon,"B.Vignon+(1969), Jour. Journal de Physique, Vol.30, p.913","6Li(3He,p1)8Be","NRA","D0601004",1400.0,1800.0,"",mb,149.5,6
1646,li6h,li6hp1$2,2011-09-15T15:56:00,6Li,3006,3He,1969,B.Vignon,"B.Vignon+(1969), Jour. Journal de Physique, Vol.30, p.913","6Li(3He,p1)8Be","NRA","D0601004",1400.0,1800.0,"",mb,139.8,7
1647,li6h,li6hp1$3,2011-09-15T15:56:00,6Li,3006,3He,1969,B.Vignon,"B.Vignon+(1969), Jour. Journal de Physique, Vol.30, p.913","6Li(3He,p1)8Be","NRA","D0601004",1400.0,1800.0,"",mb,129.6,7
1648,li6h,li6hp1$4,2011-09-15T15:56:00,6Li,3006,3He,1969,B.Vignon,"B.Vignon+(1969), Jour. Journal de Physique, Vol.30, p.913","6Li(3He,p1)8Be","NRA","D0601004",1400.0,1800.0,"",mb,119.1,7
1649,li6h,li6hp1$5,2011-09-15T15:56:00,6Li,3006,3He,1969,B.Vignon,"B.Vignon+(1969), Jour. Journal de Physique, Vol.30, p.913","6Li(3He,p1)8Be","NRA","D0601004",1400.0,1800.0,"",mb,109,7
1650,li6h,li6hp1$6,2011-09-15T15:56:00,6Li,3006,3He,1969,B.Vignon,"B.Vignon+(1969), Jour. Journal de Physique, Vol.30, p.913","6Li(3He,p1)8Be","NRA","D0601004",1400.0,1800.0,"",mb,99.1,7
1651,li6h,li6hp1b,2006-06-23T00:00:00,6Li,3006,3He,1956,J.P.Schiffer,"J.P.Schiffer,T.W.Bonner,R.H.Davis and F.W.Prosser,Phys.Rev.,104(1956),1064","6Li(3He,p1)8Be","NRA","A1495003",898.9,5081.0,"",mb,150,99
1652,li6p,li6pa0a,2006-06-23T00:00:00,6Li,3006,p,1969,G.M.Lerner,"G.M.Lerner and J.B.Marion Nucl.Instr.Methods 69 (1969) 115","6Li(p,a0)3He","NRA","A1464003",1360.0,1360.0,"",mb,90,1
